codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint;zona_prossimita;area_statistica
75730;757;QUERCIOLA DIRETTISSIMA;VIA DIRETTISSIMA 26;QUERCIOLA;579;N/A;44.192505, 10.887655;Fuori Bologna;Fuori Bologna
75805;757;QUERCIOLA CASETTA;VIA PROVINCIALE 15;LIZZANO IN BELVEDERE;579;N/A;44.196861, 10.891523;Fuori Bologna;Fuori Bologna
75809;757;CALCINARA BIVIO;VIA PROVINCIALE BV CALCINARA;LIZZANO IN BELVEDERE;579;N/A;44.200061, 10.892389;Fuori Bologna;Fuori Bologna
75813;757;CORONA;VIA PROVINCIALE FR 25;LIZZANO IN BELVEDERE;579;N/A;44.205104, 10.890698;Fuori Bologna;Fuori Bologna
75814;757;CORONA;VIA PROVINCIALE 25;LIZZANO IN BELVEDERE;579;N/A;44.205025, 10.890533;Fuori Bologna;Fuori Bologna
75835;757;CA` BASIGLIO;VIA MONTEBELVEDERE 3041;MONTESE;447;N/A;44.219779, 10.904213;Fuori Bologna;Fuori Bologna
75838;757;CASA PEDINO;VIA PROVINCIALE FR BV PIANELLO;MONTESE;447;N/A;44.220969, 10.910586;Fuori Bologna;Fuori Bologna
75841;757;CASA BUGIA;VIA PROVINCIALE FR BV CA` BUGIA;MONTESE;447;N/A;44.223567, 10.917819;Fuori Bologna;Fuori Bologna
75842;757;CASA BUGIA;VIA PROVINCIALE BV CA` BUGIA;MONTESE;447;N/A;44.223702, 10.917798;Fuori Bologna;Fuori Bologna
75845;757;POLIDORI RONCOLI;VIA PROVINCIALE FR BV POLIDORI;MONTESE;447;N/A;44.226856, 10.921907;Fuori Bologna;Fuori Bologna
75858;757;RONDONI;VIA PROVINCIALE 208;MONTESE;447;N/A;44.236143, 10.924839;Fuori Bologna;Fuori Bologna
75865;757;PONTE COVERAIE;VIA PROVINCIALE FR BV COVERAIE;MONTESE;447;N/A;44.24499, 10.92767;Fuori Bologna;Fuori Bologna
75866;757;PONTE COVERAIE;VIA PROVINCIALE BV COVERAIE;MONTESE;447;N/A;44.24509, 10.927598;Fuori Bologna;Fuori Bologna
75869;757;LO STALONE;VIA PROVINCIALE FR BV CASE BUSI;MONTESE;447;N/A;44.248914, 10.930955;Fuori Bologna;Fuori Bologna
75870;757;LO STALONE;VIA PROVINCIALE BV CASE BUSI;MONTESE;447;N/A;44.248925, 10.930842;Fuori Bologna;Fuori Bologna
75873;757;MASERNO;VIA SPUNTIGLIA 5;MASERNO;447;N/A;44.253486, 10.931029;Fuori Bologna;Fuori Bologna
75877;757;CASE FERLARI;VIA PROVINCIALE FR 3020;MASERNO;447;N/A;44.255482, 10.935955;Fuori Bologna;Fuori Bologna
75885;757;PONTE DEI BICOCCHI;VIA PROVINCIALE BV I BICOCCHI;MONTESE;447;N/A;44.257297, 10.950496;Fuori Bologna;Fuori Bologna
75886;757;PONTE DEI BICOCCHI;VIA PROVINCIALE FR BV I BICOCCHI;MONTESE;447;N/A;44.257413, 10.950512;Fuori Bologna;Fuori Bologna
75889;757;CASA GINO;VIA PROVINCIALE KM 1+050;MONTESE;447;N/A;44.260092, 10.950763;Fuori Bologna;Fuori Bologna
75893;757;CASA TRE EMME;VIA PROVINCIALE 129;MONTESE;447;N/A;44.262791, 10.950327;Fuori Bologna;Fuori Bologna
76101;;BRUSCO;VIA COMUNALE FR P.L. 2;CASTEL DI CASIO;576;N/A;44.157166, 10.988562;Fuori Bologna;Fuori Bologna
76205;798;PRADALE;VIA MARZOLARA FR BV PRADALE;CASTEL DI CASIO;580;N/A;44.170938, 11.023048;Fuori Bologna;Fuori Bologna
76217;798;PIEVE DI CASIO CIMITERO;VIA PIEVE LATO CIMITERO;CASTEL DI CASIO;580;N/A;44.170477, 11.030762;Fuori Bologna;Fuori Bologna
76221;798;PIEVE DI CASIO;VIA PIEVE 4;CASTEL DI CASIO;580;N/A;44.170054, 11.033275;Fuori Bologna;Fuori Bologna
76301;798;POGGIO BARONE;VIA PROVINCIALE 3;CASTEL DI CASIO;580;N/A;44.152729, 11.006995;Fuori Bologna;Fuori Bologna
76303;798;CA` DEI FLETTI;VIA PROVINCIALE SP 40 KM 17+330;CASTEL DI CASIO;580;N/A;44.151229, 11.009845;Fuori Bologna;Fuori Bologna
76506;798;CASETTA RENO;VIA TURATI 13;BERZANTINA;576;N/A;44.15407, 10.981755;Fuori Bologna;Fuori Bologna
76509;798;CA` PETRONIO;VIA CASOLA 6;CASTEL DI CASIO;576;N/A;44.155663, 10.983359;Fuori Bologna;Fuori Bologna
76513;798;CAPPONA;VIA PROVINCIALE FR 7;CASTEL DI CASIO;576;N/A;44.154848, 10.984632;Fuori Bologna;Fuori Bologna
76517;798;POREDA;VIA PROVINCIALE 17;CASTEL DI CASIO;576;N/A;44.154819, 10.986845;Fuori Bologna;Fuori Bologna
76522;798;BRUSCO BIVIO;VIA PROVINCIALE KM 21_500 BV BRUSCO;CASTEL DI CASIO;576;N/A;44.156904, 10.989141;Fuori Bologna;Fuori Bologna
76525;798;ROVINAIA BIVIO;VIA PROVINCIALE BV VIA ROVINAIA;CASTEL DI CASIO;576;N/A;44.155599, 10.991698;Fuori Bologna;Fuori Bologna
76534;798;CASOLA BIVIO;VIA PROVINCIALE SP 40 KM 19+920;CASTEL DI CASIO;576;N/A;44.158268, 10.997653;Fuori Bologna;Fuori Bologna
76541;798;CASA MICHELONE;VIA PROVINCIALE 3;CASTEL DI CASIO;580;N/A;44.15674, 11.00468;Fuori Bologna;Fuori Bologna
76542;798;CASA MICHELONE;VIA PROVINCIALE SP 40 FR 3;CASTEL DI CASIO;580;N/A;44.156912, 11.004648;Fuori Bologna;Fuori Bologna
76545;798;LIZZO BIVIO;VIA PROVINCIALE FR P.L. 9;CASTEL DI CASIO;580;N/A;44.157161, 11.00787;Fuori Bologna;Fuori Bologna
76550;798;CA` GIACOMONE;VIA PROVINCIALE FR 1;CASTEL DI CASIO;580;N/A;44.158694, 11.007735;Fuori Bologna;Fuori Bologna
76554;798;CAMPOVECCHIO;VIA PROVINCIALE 4;CASTEL DI CASIO;580;N/A;44.158778, 11.009626;Fuori Bologna;Fuori Bologna
77001;757;SILLA EL PASO;VIA GIOVANNI XXIII 16;GAGGIO MONTANO;577;N/A;44.180443, 10.979999;Fuori Bologna;Fuori Bologna
77002;757;SILLA EL PASO;VIA GIOVANNI XXIII FR 24;GAGGIO MONTANO;573;N/A;44.180523, 10.979589;Fuori Bologna;Fuori Bologna
77005;756;SILLA VIA GIOVANNI XXIII;VIA GIOVANNI XXIII 78;GAGGIO MONTANO;577;N/A;44.182006, 10.976048;Fuori Bologna;Fuori Bologna
77005;757;SILLA VIA GIOVANNI XXIII;VIA GIOVANNI XXIII 78;GAGGIO MONTANO;577;N/A;44.182006, 10.976048;Fuori Bologna;Fuori Bologna
77006;757;SILLA VIA GIOVANNI XXIII;VIA GIOVANNI XXIII FR 78;GAGGIO MONTANO;573;N/A;44.181935, 10.976008;Fuori Bologna;Fuori Bologna
77006;776;SILLA VIA GIOVANNI XXIII;VIA GIOVANNI XXIII FR 78;GAGGIO MONTANO;573;N/A;44.181935, 10.976008;Fuori Bologna;Fuori Bologna
77006;756;SILLA VIA GIOVANNI XXIII;VIA GIOVANNI XXIII FR 78;GAGGIO MONTANO;573;N/A;44.181935, 10.976008;Fuori Bologna;Fuori Bologna
77010;776;SILLA Z.I.;VIA PROVINCIALE 29;GAGGIO MONTANO;577;N/A;44.185037, 10.967366;Fuori Bologna;Fuori Bologna
77014;756;CASE ZACCANTI;VIA PROVINCIALE FR 21;GAGGIO MONTANO;577;N/A;44.186983, 10.964152;Fuori Bologna;Fuori Bologna
77017;756;LASTRA ROSSA;VIA PROVINCIALE FR 79;GAGGIO MONTANO;577;N/A;44.189986, 10.960223;Fuori Bologna;Fuori Bologna
77017;776;LASTRA ROSSA;VIA PROVINCIALE FR 79;GAGGIO MONTANO;577;N/A;44.189986, 10.960223;Fuori Bologna;Fuori Bologna
77018;776;LASTRA ROSSA;VIA PROVINCIALE 79;GAGGIO MONTANO;577;N/A;44.189877, 10.960245;Fuori Bologna;Fuori Bologna
77021;757;LIBERAGGIO;SS623 10M DOPO INTERSEZIONE VIA TORRETTA;GAGGIO MONTANO;577;N/A;44.190206, 10.955275;Fuori Bologna;Fuori Bologna
77022;776;LIBERAGGIO;SS623 70M PRIMA INTERSEZIONE VIA TORRETT;GAGGIO MONTANO;577;N/A;44.190136, 10.954597;Fuori Bologna;Fuori Bologna
77022;756;LIBERAGGIO;SS623 70M PRIMA INTERSEZIONE VIA TORRETT;GAGGIO MONTANO;577;N/A;44.190136, 10.954597;Fuori Bologna;Fuori Bologna
77125;776;RESILIO;VIA PROVINCIALE FR 22;LIZZANO IN BELVEDERE;577;N/A;44.172791, 10.914533;Fuori Bologna;Fuori Bologna
77137;776;LIZZANO PANIGALE;VIA PROVINCIALE FR BV CASTELLUCCIO;LIZZANO IN BELVEDERE;577;N/A;44.169704, 10.898823;Fuori Bologna;Fuori Bologna
77138;776;LIZZANO PANIGALE;VIA PROVINCIALE BV CASTELLUCCIO;LIZZANO IN BELVEDERE;577;N/A;44.169783, 10.898913;Fuori Bologna;Fuori Bologna
77153;776;LIZZANO C.O.N.I.;VIA III NOVEMBRE (SP 324) KM 12-20;LIZZANO IN BELVEDERE;578;N/A;44.159678, 10.893736;Fuori Bologna;Fuori Bologna
77154;776;LIZZANO C.O.N.I.;VIA III NOVEMBRE (SP 324) 10;LIZZANO IN BELVEDERE;578;N/A;44.159545, 10.893582;Fuori Bologna;Fuori Bologna
77161;776;LIZZANO PINETA;VIA III NOVEMBRE LATO CIMITERO;LIZZANO IN BELVEDERE;578;N/A;44.164563, 10.891754;Fuori Bologna;Fuori Bologna
77167;776;VILLAGGIO EUROPA VIA NAZI;VIA NAZIONALE (SP 324) 4;LIZZANO IN BELVEDERE;579;N/A;44.170495, 10.884201;Fuori Bologna;Fuori Bologna
77174;776;CASELLA;VIA PROVINCIALE FR 91/C;VILLAGGIO EUROPA;579;N/A;44.169799, 10.882177;Fuori Bologna;Fuori Bologna
77175;776;MAENZANO CHIESA;SP71 VIA CARPANI PL 35;LIZZANO IN BELVEDERE;579;N/A;44.168543, 10.879748;Fuori Bologna;Fuori Bologna
77178;776;MAENZANO;VIA PROVINCIALE FR 3;VIDICIATICO;579;N/A;44.167249, 10.879044;Fuori Bologna;Fuori Bologna
77181;776;APPENNINO;VIA MARCONI FR 4;VIDICIATICO;579;N/A;44.168881, 10.876732;Fuori Bologna;Fuori Bologna
77186;776;VIDICIATICO;VIA MARCONI 8/B;VIDICIATICO;579;N/A;44.170372, 10.874165;Fuori Bologna;Fuori Bologna
77190;776;LA CASCATA;VIA DELLA CANALA 1;LIZZANO IN BELVEDERE;579;N/A;44.17335, 10.866629;Fuori Bologna;Fuori Bologna
77194;776;PRESIOLO;VIA PROVINCIALE 112;LIZZANO IN BELVEDERE;579;N/A;44.175456, 10.867734;Fuori Bologna;Fuori Bologna
77198;776;VIDICIATICO BV FARNE`;VIA PROVINCIALE BV FARNE`;LIZZANO IN BELVEDERE;579;N/A;44.178517, 10.869932;Fuori Bologna;Fuori Bologna
77201;776;MASERA BIVIO;VIA PROVINCIALE FR 118;LIZZANO IN BELVEDERE;579;N/A;44.184961, 10.876667;Fuori Bologna;Fuori Bologna
77205;776;CA` DEL FRABETTO;VIA PROVINCIALE FR 2;LIZZANO IN BELVEDERE;579;N/A;44.187996, 10.88372;Fuori Bologna;Fuori Bologna
77213;757;QUERCIOLA CHIESA;VIA GIURIOLO FR CHIESA;QUERCIOLA;579;N/A;44.193126, 10.886549;Fuori Bologna;Fuori Bologna
77213;776;QUERCIOLA CHIESA;VIA GIURIOLO FR CHIESA;QUERCIOLA;579;N/A;44.193126, 10.886549;Fuori Bologna;Fuori Bologna
77214;757;QUERCIOLA CHIESA;VIA GIURIOLO LATO CHIESA;QUERCIOLA;579;N/A;44.192986, 10.886344;Fuori Bologna;Fuori Bologna
77217;776;BUIO;VIA DEL BUIO 48;LIZZANO IN BELVEDERE;579;N/A;44.195258, 10.879034;Fuori Bologna;Fuori Bologna
77218;776;BUIO;VIA DEL BUIO FR 48;LIZZANO IN BELVEDERE;579;N/A;44.195293, 10.879097;Fuori Bologna;Fuori Bologna
77225;776;ROCCA CORNETA PIANELLA;VIA PROVINCIALE FR 1;LIZZANO IN BELVEDERE;579;N/A;44.198579, 10.867;Fuori Bologna;Fuori Bologna
77226;776;ROCCA CORNETA PIANELLA;VIA PROVINCIALE 1;LIZZANO IN BELVEDERE;579;N/A;44.198536, 10.866899;Fuori Bologna;Fuori Bologna
77238;776;CASA BERNARDINI;VIA PROVINCIALE FR 46;LIZZANO IN BELVEDERE;579;N/A;44.206999, 10.862472;Fuori Bologna;Fuori Bologna
77242;776;CA` DI CHECCO;VIA PROVINCIALE FR 50;LIZZANO IN BELVEDERE;579;N/A;44.208685, 10.860135;Fuori Bologna;Fuori Bologna
77245;776;CAMPOGARUGLIO;VIA PROVINCIALE FR BV CA` RICCIO;LIZZANO IN BELVEDERE;579;N/A;44.211586, 10.860514;Fuori Bologna;Fuori Bologna
77258;776;DARDAGNA;VIA PROVINCIALE 66;LIZZANO IN BELVEDERE;579;N/A;44.222837, 10.854045;Fuori Bologna;Fuori Bologna
77270;776;CASE GALLETTI;VIA PROVINCIALE 6178;FANANO;466;N/A;44.226206, 10.833893;Fuori Bologna;Fuori Bologna
77273;776;TRIGNANO BIVIO;VIAPROVINCIALE 5697;FANANO;466;N/A;44.22372, 10.831725;Fuori Bologna;Fuori Bologna
77282;776;CA` NADALINO;VIA PROVINCIALE FR 4381;FANANO;466;N/A;44.220847, 10.820544;Fuori Bologna;Fuori Bologna
77289;776;CASA GORZANELLI;VIA PROVINCIALE FR 3018;FANANO;466;N/A;44.218652, 10.811325;Fuori Bologna;Fuori Bologna
77305;776;FANANO BIVIO OSPITALE;VIA PROVINCIALE 349;FANANO;466;N/A;44.207151, 10.796767;Fuori Bologna;Fuori Bologna
77401;776;CA` MARCACCI;VIA PROVINCIALE 41;LIZZANO IN BELVEDERE;579;N/A;44.172287, 10.859478;Fuori Bologna;Fuori Bologna
77405;776;CROCE DI GOCCHIA;VIA PROVINCIALE FR 44;LIZZANO IN BELVEDERE;579;N/A;44.172063, 10.856068;Fuori Bologna;Fuori Bologna
77456;776;TORLAINO;VIA PROVINCIALE FR 117;LIZZANO IN BELVEDERE;579;N/A;44.171168, 10.841293;Fuori Bologna;Fuori Bologna
77475;776;CAVONE LAGHETTO;VIA PROVINCIALE FR RIFUGIO;LIZZANO IN BELVEDERE;579;N/A;44.133627, 10.821537;Fuori Bologna;Fuori Bologna
77480;776;CORNO ALLE SCALE;VIA PROVINCIALE PARCHEGGIO;LIZZANO IN BELVEDERE;579;N/A;44.132664, 10.814169;Fuori Bologna;Fuori Bologna
77502;776;VILLA MARISA;VIA BADIA FR CABINA ENEL 242448;LIZZANO IN BELVEDERE;579;N/A;44.172771, 10.848523;Fuori Bologna;Fuori Bologna
77509;776;CATINELLE;VIA COMUNALE 148;LIZZANO IN BELVEDERE;579;N/A;44.170073, 10.833278;Fuori Bologna;Fuori Bologna
77567;776;CHIESINA FARNE`;VIA COMUNALE FR 41/A;CHIESINA FARNE`;579;N/A;44.181519, 10.847595;Fuori Bologna;Fuori Bologna
77571;776;SASSADELLO;VIA COMUNALE FR BV SASSADELLO;LIZZANO IN BELVEDERE;579;N/A;44.183404, 10.853509;Fuori Bologna;Fuori Bologna
77575;776;TERRA ROSSA;VIA COMUNALE BV TERRAROSSOLA;LIZZANO IN BELVEDERE;579;N/A;44.180858, 10.858922;Fuori Bologna;Fuori Bologna
77602;;LIZZANO BIVIO;VIA PIANACCIO;LIZZANO IN BELVEDERE;578;N/A;44.154958, 10.897687;Fuori Bologna;Fuori Bologna
77614;;PIANACCIO BV MONTEACUTO;VIA PIANACCIO BV MONTEACUTO;LIZZANO IN BELVEDERE;579;N/A;44.139288, 10.885433;Fuori Bologna;Fuori Bologna
77622;;PIANACCIO;VIA ROMA FR 10;PIANACCIO;579;N/A;44.135788, 10.874383;Fuori Bologna;Fuori Bologna
77647;;TEGGIE;VIA TEGGIE 8;LIZZANO IN BELVEDERE;579;N/A;44.136177, 10.887384;Fuori Bologna;Fuori Bologna
77652;;MONTEACUTO;VIA TEGGIE 2;MONTEACUTO DELLE ALPI;579;N/A;44.136996, 10.890086;Fuori Bologna;Fuori Bologna
77704;92;ZONA INDUSTRIALE SASSATEL;VIA DELL`INDUSTRIA FR 23;MARZABOTTO;582;N/A;44.348792, 11.20674;Fuori Bologna;Fuori Bologna
77709;92;ZONA INDUSTRIALE SASSATEL;VIA DELL`INDUSTRIA 23;MARZABOTTO;582;N/A;44.348794, 11.206627;Fuori Bologna;Fuori Bologna
78001;797;LA CASACCIA;VIA BADI FR 81;SAMBUCA PISTOIESE;574;N/A;44.128052, 10.993609;Fuori Bologna;Fuori Bologna
78002;797;LA CASACCIA;VIA BADI 81;SAMBUCA PISTOIESE;574;N/A;44.128125, 10.993512;Fuori Bologna;Fuori Bologna
78025;797;POGGIOLINO;VIA BADI BV POGGIOLINO;CASTEL DI CASIO;580;N/A;44.127103, 11.017888;Fuori Bologna;Fuori Bologna
78309;797;POGGIO COSTOZZA;VIA COSTOZZA FR 57;CAMUGNANO;589;N/A;44.145129, 11.053174;Fuori Bologna;Fuori Bologna
78404;796;PIANACCI;VIA PROVINCIALE FR 104;CAMUGNANO;580;N/A;44.133408, 11.04708;Fuori Bologna;Fuori Bologna
78418;796;BARGI POSTE;VIA PIANA FR 13/A;CAMUGNANO;580;N/A;44.129737, 11.058965;Fuori Bologna;Fuori Bologna
78421;796;CASA FANTI;VIA PROVINCIALE 38/A;CAMUGNANO;580;N/A;44.125941, 11.061258;Fuori Bologna;Fuori Bologna
78422;796;CASA FANTI;VIA PROVINCIALE FR 38/A;CAMUGNANO;580;N/A;44.125951, 11.061208;Fuori Bologna;Fuori Bologna
78429;796;BAIGNO CALCINARA;VIA PROVINCIALE 100;CAMUGNANO;589;N/A;44.125894, 11.079268;Fuori Bologna;Fuori Bologna
78441;796;BARCEDA;VIA PROVINCIALE FR 135;CAMUGNANO;589;N/A;44.136413, 11.087;Fuori Bologna;Fuori Bologna
78442;796;BARCEDA;VIA PROVINCIALE 135;BARCEDA;589;N/A;44.136451, 11.086851;Fuori Bologna;Fuori Bologna
78801;796;CAMPACCIOLI;VIA BAIGNO CHIESA FR 51;CAMUGNANO;589;N/A;44.135993, 11.082372;Fuori Bologna;Fuori Bologna
79102;770;PORRETTA BIVIO CASTELLUCC;VIA MARCONI FR 2;PORRETTA TERME;573;N/A;44.158581, 10.975503;Fuori Bologna;Fuori Bologna
79106;770;PORRETTA EDIFICIO SCOLAST;VIA MARCONI FR 66;PORRETTA TERME;573;N/A;44.155506, 10.973687;Fuori Bologna;Fuori Bologna
79107;787;PORRETTA GRAMSCI;VIA GRAMSCI 8;PORRETTA TERME;573;N/A;44.158401, 10.972896;Fuori Bologna;Fuori Bologna
79108;787;PORRETTA GRAMSCI;VIA GRAMSCI FR 8;PORRETTA TERME;573;N/A;44.158435, 10.973009;Fuori Bologna;Fuori Bologna
79113;787;GREPPE;VIA PROVINCIALE FR 61;PORRETTA TERME;573;N/A;44.154125, 10.967626;Fuori Bologna;Fuori Bologna
79117;787;CA` CIONI;VIA PROVINCIALE 84;PORRETTA TERME;573;N/A;44.156257, 10.964608;Fuori Bologna;Fuori Bologna
79118;787;CA` CIONI;VIA PROVINCIALE FR 84;PORRETTA TERME;573;N/A;44.156168, 10.964543;Fuori Bologna;Fuori Bologna
79121;787;CA PIROLINO CA MINGARINO;VIA PROVINCIALE FR 107;PORRETTA TERME;573;N/A;44.156702, 10.961246;Fuori Bologna;Fuori Bologna
79126;787;CA` PIROLINO POGGIO;VIA PROVINCIALE FR 161;PORRETTA TERME;573;N/A;44.1577, 10.958666;Fuori Bologna;Fuori Bologna
79145;787;CA` SERNO;VIA COMUNALE 254;PORRETTA TERME;573;N/A;44.159014, 10.939713;Fuori Bologna;Fuori Bologna
79146;787;CA` SERNO;VIA COMUNALE FR 254;PORRETTA TERME;573;N/A;44.158968, 10.939774;Fuori Bologna;Fuori Bologna
79149;787;CASTELLARO;VIA COMUNALE 284;PORRETTA TERME;573;N/A;44.157795, 10.937284;Fuori Bologna;Fuori Bologna
79150;787;CASTELLARO;VIA COMUNALE FR 284;PORRETTA TERME;573;N/A;44.157733, 10.937232;Fuori Bologna;Fuori Bologna
79153;787;GAGGIANO BIVIO;VIA COMUNALE FR BV GAGGIANO;PORRETTA TERME;573;N/A;44.154972, 10.933853;Fuori Bologna;Fuori Bologna
79154;787;GAGGIANO BIVIO;VIA COMUNALE BV GAGGIANO;PORRETTA TERME;573;N/A;44.154899, 10.933938;Fuori Bologna;Fuori Bologna
79161;787;CASTELLUCCIO;VIA MANSERVISI FR 9;CASTELLUCCIO;573;N/A;44.151877, 10.927374;Fuori Bologna;Fuori Bologna
79163;787;CASTELLUCCIO POSTE;VIA MANSERVISI FR 57;CASTELLUCCIO;573;N/A;44.149916, 10.92616;Fuori Bologna;Fuori Bologna
79166;787;CASTELLUCCIO MADONNINA;VIA MANSERVISI FR CABINA ENEL;PORRETTA TERME;573;N/A;44.148994, 10.925842;Fuori Bologna;Fuori Bologna
79169;787;CASTELLUCCIO PIANELLA;VIA COMUNALE FR 1;PORRETTA TERME;573;N/A;44.148426, 10.923798;Fuori Bologna;Fuori Bologna
79182;787;CASA FAINO;VIA COMUNALE FR BV MOLINO TOGNARINO;PORRETTA TERME;573;N/A;44.147963, 10.913268;Fuori Bologna;Fuori Bologna
79186;787;PENNOLA;VIA COMUNALE FR 36;PORRETTA TERME;573;N/A;44.145646, 10.912393;Fuori Bologna;Fuori Bologna
79410;787;RIOLO;VIA COMUNALE 83;PORRETTA TERME;573;N/A;44.155113, 10.946213;Fuori Bologna;Fuori Bologna
79413;787;POGGELLO;VIA COMUNALE 24;PORRETTA TERME;573;N/A;44.153732, 10.945905;Fuori Bologna;Fuori Bologna
79421;787;CHIACCHIERE;VIA COMUNALE BV CA` MARSILI;PORRETTA TERME;573;N/A;44.149917, 10.945754;Fuori Bologna;Fuori Bologna
79425;787;CASA MICHELETTI;VIA COMUNALE FR BV CA` MICHELETTI;PORRETTA TERME;573;N/A;44.149065, 10.947714;Fuori Bologna;Fuori Bologna
79429;787;LE CROCI;VIA COMUNALE FR 26;PORRETTA TERME;573;N/A;44.146267, 10.949685;Fuori Bologna;Fuori Bologna
79501;768;CALAVRAGGINE;VIA BURIONE 190;PONTE DELLA VENTURINA;574;N/A;44.130061, 10.989364;Fuori Bologna;Fuori Bologna
79502;768;CALAVRAGGINE;VIA BURIONE FR 190;PONTE DELLA VENTURINA;574;N/A;44.129999, 10.98935;Fuori Bologna;Fuori Bologna
79504;766;CASA BACICCA;VIA BURIONE TRA FR 50 E INTERSEZIONE VIA;PONTE DELLA VENTURINA;574;N/A;44.128793, 10.985709;Fuori Bologna;Fuori Bologna
79506;768;BURIONE CASA INA;VIA BURIONE 69;PONTE DELLA VENTURINA;574;N/A;44.127883, 10.984191;Fuori Bologna;Fuori Bologna
79510;766;BURIONE;VIA BURIONE 104;GRANAGLIONE;574;N/A;44.128198, 10.982102;Fuori Bologna;Fuori Bologna
79510;768;BURIONE;VIA BURIONE 104;GRANAGLIONE;574;N/A;44.128198, 10.982102;Fuori Bologna;Fuori Bologna
79514;797;CASONE;VIA BURIONE BV PROVINCIALE;CASONE;574;N/A;44.130022, 10.983888;Fuori Bologna;Fuori Bologna
79514;768;CASONE;VIA BURIONE BV PROVINCIALE;CASONE;574;N/A;44.130022, 10.983888;Fuori Bologna;Fuori Bologna
79514;766;CASONE;VIA BURIONE BV PROVINCIALE;CASONE;574;N/A;44.130022, 10.983888;Fuori Bologna;Fuori Bologna
79522;768;ORTI;VIA PROVINCIALE BV VIA SEMINARIO;ORTI;574;N/A;44.132359, 10.979416;Fuori Bologna;Fuori Bologna
79529;768;LUCAIOLA BIVIO;VIA PROVINCIALE BV MADOGNANA;GRANAGLIONE;574;N/A;44.135736, 10.975216;Fuori Bologna;Fuori Bologna
79534;768;BORGO CAPANNE BIVIO POGGI;VIA PROVINCIALE FR BV POGGIO;GRANAGLIONE;574;N/A;44.134247, 10.974379;Fuori Bologna;Fuori Bologna
79554;768;MONTECAVALLO BIVIO;VIA PROVINCIALE FR 130;GRANAGLIONE;575;N/A;44.115439, 10.955582;Fuori Bologna;Fuori Bologna
79557;768;BORGATA POGGIOLO LA VALLE;VIA PROVINCIALE FR 155;GRANAGLIONE;575;N/A;44.114713, 10.956932;Fuori Bologna;Fuori Bologna
79566;768;SAMBUCEDRO;VIA PROVINCIALE FR 79;GRANAGLIONE;575;N/A;44.101278, 10.952891;Fuori Bologna;Fuori Bologna
79570;768;BOSCHI;VIA PROVINCIALE BV CASA BONI;GRANAGLIONE;575;N/A;44.098561, 10.947991;Fuori Bologna;Fuori Bologna
79574;768;LA VERGININA;VIA PROVINCIALE 56;GRANAGLIONE;575;N/A;44.098974, 10.944919;Fuori Bologna;Fuori Bologna
79578;768;BARBAGOSA;VIA PROVINCIALE 34;GRANAGLIONE;575;N/A;44.098945, 10.937622;Fuori Bologna;Fuori Bologna
79582;768;CASA FORLAI;VIA PROVINCIALE KM 0_050;GRANAGLIONE;575;N/A;44.09971, 10.93761;Fuori Bologna;Fuori Bologna
79602;767;PONTE DELLA VENTURINA STA;VIA TRAVERSA DI PRACCHIA 3;GRANAGLIONE;574;N/A;44.129106, 10.99097;Fuori Bologna;Fuori Bologna
79602;766;PONTE DELLA VENTURINA STA;VIA TRAVERSA DI PRACCHIA 3;GRANAGLIONE;574;N/A;44.129106, 10.99097;Fuori Bologna;Fuori Bologna
79602;797;PONTE DELLA VENTURINA STA;VIA TRAVERSA DI PRACCHIA 3;GRANAGLIONE;574;N/A;44.129106, 10.99097;Fuori Bologna;Fuori Bologna
79606;766;CASA RENO;VIA TRAVERSA DI PRACCHIA 19-21;GRANAGLIONE;574;N/A;44.127551, 10.987743;Fuori Bologna;Fuori Bologna
79610;767;FORETTO;VIA TRAVERSA DI PRACCHIA FR 55;GRANAGLIONE;575;N/A;44.103545, 10.965547;Fuori Bologna;Fuori Bologna
79613;767;MOLINO DEL PALLONE;VIA TRAVERSA DI PRACCHIA 93;MOLINO DEL PALLONE;575;N/A;44.099655, 10.960396;Fuori Bologna;Fuori Bologna
79614;767;MOLINO DEL PALLONE;VIA TRAVERSA DI PRACCHIA FR 93;GRANAGLIONE;575;N/A;44.099597, 10.960581;Fuori Bologna;Fuori Bologna
79618;767;CASE SALMA BIVIO;VIA TRAVERSA DI PRACCHIA FR 224;GRANAGLIONE;575;N/A;44.091667, 10.955223;Fuori Bologna;Fuori Bologna
79622;767;CASE EVANGELISTI;VIA PROVINCIALE 205;GRANAGLIONE;575;N/A;44.094497, 10.943985;Fuori Bologna;Fuori Bologna
79625;767;CASE BONI;VIA PROVINCIALE BV CASE FORLAI;GRANAGLIONE;575;N/A;44.09556, 10.938149;Fuori Bologna;Fuori Bologna
79626;767;CASE BONI;VIA PROVINCIALE FR BV CASE FORLAI;GRANAGLIONE;575;N/A;44.095534, 10.938073;Fuori Bologna;Fuori Bologna
79634;767;CASA ROVERSI;VIA CASE CALISTRI BV CASE ROVERSI;GRANAGLIONE;575;N/A;44.097636, 10.913792;Fuori Bologna;Fuori Bologna
80501;856;SASSO M. PONTE NUOVO;VIA VAL DI SETTA FR.INGRESSO CARRAIO CIV;SASSO MARCONI;582;N/A;44.3879, 11.24733;Fuori Bologna;Fuori Bologna
